profile;montage;sides;apv;profile_category;Antal m� fireboard pr. m profil;Antal bj�lkeprofiler/PDP pr. m profil;Antal vinkelprofil pr. m profil;Antal skruer pr. m profil;Antal klammer pr. m profil
200x120x8 mm;Bjælkeprofil eller PDP profil;3;121;Rektangulære rør varmvalsede;0,6650;2;2;48;
200x120x8 mm;Bjælkeprofil eller PDP profil;4;159;Rektangulære rør varmvalsede;0,9300;4;0;64;
200x120x10 mm;Klammeløsning;1;117;Rektangulære rør varmvalsede;0,2500;;2;16;16
200x120x10 mm;Klammeløsning;2;55;Rektangulære rør varmvalsede;0,3650;;2;16;8
200x120x10 mm;Klammeløsning;3;89;Rektangulære rør varmvalsede;0,5650;;2;16;16
200x120x10 mm;Klammeløsning;4;109;Rektangulære rør varmvalsede;0,7300;;0;0;32
200x120x10 mm;Bjælkeprofil eller PDP profil;1;159;Rektangulære rør varmvalsede;0,3500;2;2;48;
200x120x10 mm;Bjælkeprofil eller PDP profil;2;60;Rektangulære rør varmvalsede;0,4150;1;2;32;
200x120x10 mm;Bjælkeprofil eller PDP profil;3;99;Rektangulære rør varmvalsede;0,6650;2;2;48;
200x120x10 mm;Bjælkeprofil eller PDP profil;4;130;Rektangulære rør varmvalsede;0,9300;4;0;64;
200x120x12 mm;Klammeløsning;1;100;Rektangulære rør varmvalsede;0,2540;;2;16;16
200x120x12 mm;Klammeløsning;2;47;Rektangulære rør varmvalsede;0,3650;;2;16;8
200x120x12 mm;Klammeløsning;3;75;Rektangulære rør varmvalsede;0,5650;;2;16;16
200x120x12 mm;Klammeløsning;4;93;Rektangulære rør varmvalsede;0,7300;;0;0;32
200x120x12 mm;Bjælkeprofil eller PDP profil;1;135;Rektangulære rør varmvalsede;0,3540;2;2;48;
200x120x12 mm;Bjælkeprofil eller PDP profil;2;51;Rektangulære rør varmvalsede;0,4150;1;2;32;
200x120x12 mm;Bjælkeprofil eller PDP profil;3;84;Rektangulære rør varmvalsede;0,6650;2;2;48;
200x120x12 mm;Bjælkeprofil eller PDP profil;4;110;Rektangulære rør varmvalsede;0,9300;4;0;64;
250x150x6,3 mm;Klammeløsning;1;173;Rektangulære rør varmvalsede;0,2726;;2;16;16
250x150x6,3 mm;Klammeløsning;2;83;Rektangulære rør varmvalsede;0,4450;;2;16;8
250x150x6,3 mm;Klammeløsning;3;135;Rektangulære rør varmvalsede;0,6950;;2;16;16
250x150x6,3 mm;Klammeløsning;4;166;Rektangulære rør varmvalsede;0,8900;;0;0;32
250x150x6,3 mm;Bjælkeprofil eller PDP profil;1;225;Rektangulære rør varmvalsede;0,3726;2;2;48;
250x150x6,3 mm;Bjælkeprofil eller PDP profil;2;89;Rektangulære rør varmvalsede;0,4950;1;2;32;
250x150x6,3 mm;Bjælkeprofil eller PDP profil;3;147;Rektangulære rør varmvalsede;0,7950;2;2;48;
250x150x6,3 mm;Bjælkeprofil eller PDP profil;4;191;Rektangulære rør varmvalsede;1,0900;4;0;64;
250x150x8 mm;Klammeløsning;1;139;Rektangulære rør varmvalsede;0,2760;;2;16;16
250x150x8 mm;Klammeløsning;2;66;Rektangulære rør varmvalsede;0,4450;;2;16;8
250x150x8 mm;Klammeløsning;3;107;Rektangulære rør varmvalsede;0,6950;;2;16;16
250x150x8 mm;Klammeløsning;4;132;Rektangulære rør varmvalsede;0,8900;;0;0;32
250x150x8 mm;Bjælkeprofil eller PDP profil;1;180;Rektangulære rør varmvalsede;0,3760;2;2;48;
250x150x8 mm;Bjælkeprofil eller PDP profil;2;71;Rektangulære rør varmvalsede;0,4950;1;2;32;
250x150x8 mm;Bjælkeprofil eller PDP profil;3;117;Rektangulære rør varmvalsede;0,7950;2;2;48;
250x150x8 mm;Bjælkeprofil eller PDP profil;4;152;Rektangulære rør varmvalsede;1,0900;4;0;64;
250x150x10 mm;Klammeløsning;1;114;Rektangulære rør varmvalsede;0,2800;;2;16;16
250x150x10 mm;Klammeløsning;2;54;Rektangulære rør varmvalsede;0,4450;;2;16;8
250x150x10 mm;Klammeløsning;3;87;Rektangulære rør varmvalsede;0,6950;;2;16;16
250x150x10 mm;Klammeløsning;4;107;Rektangulære rør varmvalsede;0,8900;;0;0;32
250x150x10 mm;Bjælkeprofil eller PDP profil;1;147;Rektangulære rør varmvalsede;0,3800;2;2;48;
250x150x10 mm;Bjælkeprofil eller PDP profil;2;58;Rektangulære rør varmvalsede;0,4950;1;2;32;
250x150x10 mm;Bjælkeprofil eller PDP profil;3;95;Rektangulære rør varmvalsede;0,7950;2;2;48;
250x150x10 mm;Bjælkeprofil eller PDP profil;4;123;Rektangulære rør varmvalsede;1,0900;4;0;64;
250x150x12 mm;Klammeløsning;1;97;Rektangulære rør varmvalsede;0,2840;;2;16;16
250x150x12 mm;Klammeløsning;2;46;Rektangulære rør varmvalsede;0,4450;;2;16;8
250x150x12 mm;Klammeløsning;3;74;Rektangulære rør varmvalsede;0,6950;;2;16;16
250x150x12 mm;Klammeløsning;4;91;Rektangulære rør varmvalsede;0,8900;;0;0;32
250x150x12 mm;Bjælkeprofil eller PDP profil;1;125;Rektangulære rør varmvalsede;0,3840;2;2;48;
250x150x12 mm;Bjælkeprofil eller PDP profil;2;49;Rektangulære rør varmvalsede;0,4950;1;2;32;
250x150x12 mm;Bjælkeprofil eller PDP profil;3;81;Rektangulære rør varmvalsede;0,7950;2;2;48;
250x150x12 mm;Bjælkeprofil eller PDP profil;4;104;Rektangulære rør varmvalsede;1,0900;4;0;64;
300x200x6,3 mm;Klammeløsning;1;169;Rektangulære rør varmvalsede;0,3226;;2;16;16
300x200x6,3 mm;Klammeløsning;2;82;Rektangulære rør varmvalsede;0,5450;;2;16;8
300x200x6,3 mm;Klammeløsning;3;132;Rektangulære rør varmvalsede;0,8450;;2;16;16
300x200x6,3 mm;Klammeløsning;4;164;Rektangulære rør varmvalsede;1,0900;;0;0;32
300x200x6,3 mm;Bjælkeprofil eller PDP profil;1;209;Rektangulære rør varmvalsede;0,4226;2;2;48;
300x200x6,3 mm;Bjælkeprofil eller PDP profil;2;87;Rektangulære rør varmvalsede;0,5950;1;2;32;
300x200x6,3 mm;Bjælkeprofil eller PDP profil;3;141;Rektangulære rør varmvalsede;0,9450;2;2;48;
300x200x6,3 mm;Bjælkeprofil eller PDP profil;4;184;Rektangulære rør varmvalsede;1,2900;4;0;64;
300x200x8 mm;Klammeløsning;1;135;Rektangulære rør varmvalsede;0,3260;;2;16;16
300x200x8 mm;Klammeløsning;2;66;Rektangulære rør varmvalsede;0,5450;;2;16;8
300x200x8 mm;Klammeløsning;3;105;Rektangulære rør varmvalsede;0,8450;;2;16;16
300x200x8 mm;Klammeløsning;4;131;Rektangulære rør varmvalsede;1,0900;;0;0;32
300x200x8 mm;Bjælkeprofil eller PDP profil;1;167;Rektangulære rør varmvalsede;0,4260;2;2;48;
300x200x8 mm;Bjælkeprofil eller PDP profil;2;70;Rektangulære rør varmvalsede;0,5950;1;2;32;
300x200x8 mm;Bjælkeprofil eller PDP profil;3;112;Rektangulære rør varmvalsede;0,9450;2;2;48;
300x200x8 mm;Bjælkeprofil eller PDP profil;4;146;Rektangulære rør varmvalsede;1,2900;4;0;64;
300x200x10 mm;Klammeløsning;1;110;Rektangulære rør varmvalsede;0,3300;;2;16;16
300x200x10 mm;Klammeløsning;2;53;Rektangulære rør varmvalsede;0,5450;;2;16;8
300x200x10 mm;Klammeløsning;3;85;Rektangulære rør varmvalsede;0,8450;;2;16;16
300x200x10 mm;Klammeløsning;4;106;Rektangulære rør varmvalsede;1,0900;;0;0;32
300x200x10 mm;Bjælkeprofil eller PDP profil;1;135;Rektangulære rør varmvalsede;0,4300;2;2;48;
300x200x10 mm;Bjælkeprofil eller PDP profil;2;56;Rektangulære rør varmvalsede;0,5950;1;2;32;
300x200x10 mm;Bjælkeprofil eller PDP profil;3;91;Rektangulære rør varmvalsede;0,9450;2;2;48;
300x200x10 mm;Bjælkeprofil eller PDP profil;4;119;Rektangulære rør varmvalsede;1,2900;4;0;64;
300x200x12 mm;Klammeløsning;1;94;Rektangulære rør varmvalsede;0,3340;;2;16;16
300x200x12 mm;Klammeløsning;2;45;Rektangulære rør varmvalsede;0,5450;;2;16;8
300x200x12 mm;Klammeløsning;3;71;Rektangulære rør varmvalsede;0,8450;;2;16;16
300x200x12 mm;Klammeløsning;4;89;Rektangulære rør varmvalsede;1,0900;;0;0;32
300x200x12 mm;Bjælkeprofil eller PDP profil;1;115;Rektangulære rør varmvalsede;0,4340;2;2;48;
300x200x12 mm;Bjælkeprofil eller PDP profil;2;47;Rektangulære rør varmvalsede;0,5950;1;2;32;
300x200x12 mm;Bjælkeprofil eller PDP profil;3;77;Rektangulære rør varmvalsede;0,9450;2;2;48;
300x200x12 mm;Bjælkeprofil eller PDP profil;4;100;Rektangulære rør varmvalsede;1,2900;4;0;64;
400x200x10 mm;Klammeløsning;1;110;Rektangulære rør varmvalsede;0,3300;;2;16;16
400x200x10 mm;Klammeløsning;2;53;Rektangulære rør varmvalsede;0,6450;;2;16;8
400x200x10 mm;Klammeløsning;3;87;Rektangulære rør varmvalsede;1,0450;;2;16;16
400x200x10 mm;Klammeløsning;4;105;Rektangulære rør varmvalsede;1,2900;;0;0;32
400x200x10 mm;Bjælkeprofil eller PDP profil;1;135;Rektangulære rør varmvalsede;0,4300;2;2;48;
400x200x10 mm;Bjælkeprofil eller PDP profil;2;55;Rektangulære rør varmvalsede;0,6950;1;2;32;
400x200x10 mm;Bjælkeprofil eller PDP profil;3;93;Rektangulære rør varmvalsede;1,1450;2;2;48;
400x200x10 mm;Bjælkeprofil eller PDP profil;4;115;Rektangulære rør varmvalsede;1,4900;4;0;64;
400x200x12 mm;Klammeløsning;1;94;Rektangulære rør varmvalsede;0,3340;;2;16;16
400x200x12 mm;Klammeløsning;2;44;Rektangulære rør varmvalsede;0,6450;;2;16;8
400x200x12 mm;Klammeløsning;3;73;Rektangulære rør varmvalsede;1,0450;;2;16;16
400x200x12 mm;Klammeløsning;4;88;Rektangulære rør varmvalsede;1,2900;;0;0;32
400x200x12 mm;Bjælkeprofil eller PDP profil;1;115;Rektangulære rør varmvalsede;0,4340;2;2;48;
400x200x12 mm;Bjælkeprofil eller PDP profil;2;46;Rektangulære rør varmvalsede;0,6950;1;2;32;
400x200x12 mm;Bjælkeprofil eller PDP profil;3;78;Rektangulære rør varmvalsede;1,1450;2;2;48;
400x200x12 mm;Bjælkeprofil eller PDP profil;4;97;Rektangulære rør varmvalsede;1,4900;4;0;64;
400x200x16 mm;Klammeløsning;1;73;Rektangulære rør varmvalsede;0,3420;;2;16;16
400x200x16 mm;Klammeløsning;2;34;Rektangulære rør varmvalsede;0,6450;;2;16;8
400x200x16 mm;Klammeløsning;3;56;Rektangulære rør varmvalsede;1,0450;;2;16;16
400x200x16 mm;Klammeløsning;4;68;Rektangulære rør varmvalsede;1,2900;;0;0;32
400x200x16 mm;Bjælkeprofil eller PDP profil;1;89;Rektangulære rør varmvalsede;0,4420;2;2;48;
400x200x16 mm;Bjælkeprofil eller PDP profil;2;36;Rektangulære rør varmvalsede;0,6950;1;2;32;
400x200x16 mm;Bjælkeprofil eller PDP profil;3;60;Rektangulære rør varmvalsede;1,1450;2;2;48;
400x200x16 mm;Bjælkeprofil eller PDP profil;4;74;Rektangulære rør varmvalsede;1,4900;4;0;64;
450x250x10 mm;Klammeløsning;1;108;Rektangulære rør varmvalsede;0,3800;;2;16;16
450x250x10 mm;Klammeløsning;2;52;Rektangulære rør varmvalsede;0,7450;;2;16;8
450x250x10 mm;Klammeløsning;3;86;Rektangulære rør varmvalsede;1,1950;;2;16;16
450x250x10 mm;Klammeløsning;4;104;Rektangulære rør varmvalsede;1,4900;;0;0;32
450x250x10 mm;Bjælkeprofil eller PDP profil;1;128;Rektangulære rør varmvalsede;0,4800;2;2;48;
450x250x10 mm;Bjælkeprofil eller PDP profil;2;55;Rektangulære rør varmvalsede;0,7950;1;2;32;
450x250x10 mm;Bjælkeprofil eller PDP profil;3;90;Rektangulære rør varmvalsede;1,2950;2;2;48;
450x250x10 mm;Bjælkeprofil eller PDP profil;4;113;Rektangulære rør varmvalsede;1,6900;4;0;64;
450x250x12 mm;Klammeløsning;1;92;Rektangulære rør varmvalsede;0,3840;;2;16;16
450x250x12 mm;Klammeløsning;2;44;Rektangulære rør varmvalsede;0,7450;;2;16;8
450x250x12 mm;Klammeløsning;3;72;Rektangulære rør varmvalsede;1,1950;;2;16;16
450x250x12 mm;Klammeløsning;4;87;Rektangulære rør varmvalsede;1,4900;;0;0;32
450x250x12 mm;Bjælkeprofil eller PDP profil;1;108;Rektangulære rør varmvalsede;0,4840;2;2;48;
450x250x12 mm;Bjælkeprofil eller PDP profil;2;46;Rektangulære rør varmvalsede;0,7950;1;2;32;
450x250x12 mm;Bjælkeprofil eller PDP profil;3;76;Rektangulære rør varmvalsede;1,2950;2;2;48;
450x250x12 mm;Bjælkeprofil eller PDP profil;4;95;Rektangulære rør varmvalsede;1,6900;4;0;64;
450x250x16 mm;Klammeløsning;1;71;Rektangulære rør varmvalsede;0,3920;;2;16;16
450x250x16 mm;Klammeløsning;2;34;Rektangulære rør varmvalsede;0,7450;;2;16;8
450x250x16 mm;Klammeløsning;3;55;Rektangulære rør varmvalsede;1,1950;;2;16;16
450x250x16 mm;Klammeløsning;4;67;Rektangulære rør varmvalsede;1,4900;;0;0;32
450x250x16 mm;Bjælkeprofil eller PDP profil;1;83;Rektangulære rør varmvalsede;0,4920;2;2;48;
450x250x16 mm;Bjælkeprofil eller PDP profil;2;35;Rektangulære rør varmvalsede;0,7950;1;2;32;
450x250x16 mm;Bjælkeprofil eller PDP profil;3;58;Rektangulære rør varmvalsede;1,2950;2;2;48;
450x250x16 mm;Bjælkeprofil eller PDP profil;4;73;Rektangulære rør varmvalsede;1,6900;4;0;64;
500x300x20 mm;Klammeløsning;1;57;Rektangulære rør varmvalsede;0,4500;;2;16;16
500x300x20 mm;Klammeløsning;2;27;Rektangulære rør varmvalsede;0,8450;;2;16;8
500x300x20 mm;Klammeløsning;3;44;Rektangulære rør varmvalsede;1,3450;;2;16;16
500x300x20 mm;Klammeløsning;4;54;Rektangulære rør varmvalsede;1,6900;;0;0;32
500x300x20 mm;Bjælkeprofil eller PDP profil;1;65;Rektangulære rør varmvalsede;0,5500;2;2;48;
500x300x20 mm;Bjælkeprofil eller PDP profil;2;28;Rektangulære rør varmvalsede;0,8950;1;2;32;
500x300x20 mm;Bjælkeprofil eller PDP profil;3;46;Rektangulære rør varmvalsede;1,4450;2;2;48;
500x300x20 mm;Bjælkeprofil eller PDP profil;4;58;Rektangulære rør varmvalsede;1,8900;4;0;64;
50x30x2,5 mm;Klammeløsning;1;467;Rektangulære rør koldvalsede;0,1450;;2;16;16
50x30x2,5 mm;Klammeløsning;2;223;Rektangulære rør koldvalsede;0,1250;;2;16;8
50x30x2,5 mm;Klammeløsning;3;363;Rektangulære rør koldvalsede;0,1750;;2;16;16
50x30x2,5 mm;Klammeløsning;4;446;Rektangulære rør koldvalsede;0,2500;;0;0;32
50x30x2,5 mm;Bjælkeprofil eller PDP profil;1;1134;Rektangulære rør koldvalsede;0,2450;2;2;48;
50x30x2,5 mm;Bjælkeprofil eller PDP profil;2;307;Rektangulære rør koldvalsede;0,1750;1;2;32;
50x30x2,5 mm;Bjælkeprofil eller PDP profil;3;530;Rektangulære rør koldvalsede;0,2750;2;2;48;
50x30x2,5 mm;Bjælkeprofil eller PDP profil;4;780;Rektangulære rør koldvalsede;0,4500;4;0;64;
50x30x3 mm;Klammeløsning;1;400;Rektangulære rør koldvalsede;0,1460;;2;16;16
50x30x3 mm;Klammeløsning;2;191;Rektangulære rør koldvalsede;0,1250;;2;16;8
50x30x3 mm;Klammeløsning;3;309;Rektangulære rør koldvalsede;0,1750;;2;16;16
50x30x3 mm;Klammeløsning;4;381;Rektangulære rør koldvalsede;0,2500;;0;0;32
50x30x3 mm;Bjælkeprofil eller PDP profil;1;956;Rektangulære rør koldvalsede;0,2460;2;2;48;
50x30x3 mm;Bjælkeprofil eller PDP profil;2;262;Rektangulære rør koldvalsede;0,1750;1;2;32;
50x30x3 mm;Bjælkeprofil eller PDP profil;3;452;Rektangulære rør koldvalsede;0,2750;2;2;48;
50x30x3 mm;Bjælkeprofil eller PDP profil;4;666;Rektangulære rør koldvalsede;0,4500;4;0;64;
50x30x4 mm;Klammeløsning;1;317;Rektangulære rør koldvalsede;0,1480;;2;16;16
50x30x4 mm;Klammeløsning;2;150;Rektangulære rør koldvalsede;0,1250;;2;16;8
50x30x4 mm;Klammeløsning;3;243;Rektangulære rør koldvalsede;0,1750;;2;16;16
50x30x4 mm;Klammeløsning;4;300;Rektangulære rør koldvalsede;0,2500;;0;0;32
50x30x4 mm;Bjælkeprofil eller PDP profil;1;734;Rektangulære rør koldvalsede;0,2480;2;2;48;
50x30x4 mm;Bjælkeprofil eller PDP profil;2;206;Rektangulære rør koldvalsede;0,1750;1;2;32;
50x30x4 mm;Bjælkeprofil eller PDP profil;3;356;Rektangulære rør koldvalsede;0,2750;2;2;48;
50x30x4 mm;Bjælkeprofil eller PDP profil;4;524;Rektangulære rør koldvalsede;0,4500;4;0;64;
60x40x2,5 mm;Klammeløsning;1;450;Rektangulære rør koldvalsede;0,1550;;2;16;16
60x40x2,5 mm;Klammeløsning;2;218;Rektangulære rør koldvalsede;0,1450;;2;16;8
60x40x2,5 mm;Klammeløsning;3;349;Rektangulære rør koldvalsede;0,2050;;2;16;16
60x40x2,5 mm;Klammeløsning;4;436;Rektangulære rør koldvalsede;0,2900;;0;0;32
60x40x2,5 mm;Bjælkeprofil eller PDP profil;1;950;Rektangulære rør koldvalsede;0,2550;2;2;48;
60x40x2,5 mm;Bjælkeprofil eller PDP profil;2;284;Rektangulære rør koldvalsede;0,1950;1;2;32;
60x40x2,5 mm;Bjælkeprofil eller PDP profil;3;480;Rektangulære rør koldvalsede;0,3050;2;2;48;
60x40x2,5 mm;Bjælkeprofil eller PDP profil;4;698;Rektangulære rør koldvalsede;0,4900;4;0;64;
60x40x3 mm;Klammeløsning;1;384;Rektangulære rør koldvalsede;0,1560;;2;16;16
60x40x3 mm;Klammeløsning;2;185;Rektangulære rør koldvalsede;0,1450;;2;16;8
60x40x3 mm;Klammeløsning;3;296;Rektangulære rør koldvalsede;0,2050;;2;16;16
60x40x3 mm;Klammeløsning;4;370;Rektangulære rør koldvalsede;0,2900;;0;0;32
60x40x3 mm;Bjælkeprofil eller PDP profil;1;800;Rektangulære rør koldvalsede;0,2560;2;2;48;
60x40x3 mm;Bjælkeprofil eller PDP profil;2;241;Rektangulære rør koldvalsede;0,1950;1;2;32;
60x40x3 mm;Bjælkeprofil eller PDP profil;3;407;Rektangulære rør koldvalsede;0,3050;2;2;48;
60x40x3 mm;Bjælkeprofil eller PDP profil;4;592;Rektangulære rør koldvalsede;0,4900;4;0;64;
60x40x4 mm;Klammeløsning;1;300;Rektangulære rør koldvalsede;0,1580;;2;16;16
60x40x4 mm;Klammeløsning;2;144;Rektangulære rør koldvalsede;0,1450;;2;16;8
60x40x4 mm;Klammeløsning;3;231;Rektangulære rør koldvalsede;0,2050;;2;16;16
60x40x4 mm;Klammeløsning;4;288;Rektangulære rør koldvalsede;0,2900;;0;0;32
60x40x4 mm;Bjælkeprofil eller PDP profil;1;613;Rektangulære rør koldvalsede;0,2580;2;2;48;
60x40x4 mm;Bjælkeprofil eller PDP profil;2;188;Rektangulære rør koldvalsede;0,1950;1;2;32;
60x40x4 mm;Bjælkeprofil eller PDP profil;3;317;Rektangulære rør koldvalsede;0,3050;2;2;48;
60x40x4 mm;Bjælkeprofil eller PDP profil;4;461;Rektangulære rør koldvalsede;0,4900;4;0;64;
70x50x3 mm;Klammeløsning;1;374;Rektangulære rør koldvalsede;0,1660;;2;16;16
70x50x3 mm;Klammeløsning;2;182;Rektangulære rør koldvalsede;0,1650;;2;16;8
70x50x3 mm;Klammeløsning;3;288;Rektangulære rør koldvalsede;0,2350;;2;16;16
70x50x3 mm;Klammeløsning;4;364;Rektangulære rør koldvalsede;0,3300;;0;0;32
70x50x3 mm;Bjælkeprofil eller PDP profil;1;707;Rektangulære rør koldvalsede;0,2660;2;2;48;
70x50x3 mm;Bjælkeprofil eller PDP profil;2;227;Rektangulære rør koldvalsede;0,2150;1;2;32;
70x50x3 mm;Bjælkeprofil eller PDP profil;3;379;Rektangulære rør koldvalsede;0,3350;2;2;48;
70x50x3 mm;Bjælkeprofil eller PDP profil;4;545;Rektangulære rør koldvalsede;0,5300;4;0;64;
70x50x4 mm;Klammeløsning;1;290;Rektangulære rør koldvalsede;0,1680;;2;16;16
70x50x4 mm;Klammeløsning;2;141;Rektangulære rør koldvalsede;0,1650;;2;16;8
70x50x4 mm;Klammeløsning;3;223;Rektangulære rør koldvalsede;0,2350;;2;16;16
70x50x4 mm;Klammeløsning;4;281;Rektangulære rør koldvalsede;0,3300;;0;0;32
70x50x4 mm;Bjælkeprofil eller PDP profil;1;540;Rektangulære rør koldvalsede;0,2680;2;2;48;
70x50x4 mm;Bjælkeprofil eller PDP profil;2;176;Rektangulære rør koldvalsede;0,2150;1;2;32;
70x50x4 mm;Bjælkeprofil eller PDP profil;3;293;Rektangulære rør koldvalsede;0,3350;2;2;48;
70x50x4 mm;Bjælkeprofil eller PDP profil;4;422;Rektangulære rør koldvalsede;0,5300;4;0;64;
70x50x5 mm;Klammeløsning;1;240;Rektangulære rør koldvalsede;0,1700;;2;16;16
70x50x5 mm;Klammeløsning;2;115;Rektangulære rør koldvalsede;0,1650;;2;16;8
70x50x5 mm;Klammeløsning;3;181;Rektangulære rør koldvalsede;0,2350;;2;16;16
70x50x5 mm;Klammeløsning;4;229;Rektangulære rør koldvalsede;0,3300;;0;0;32
70x50x5 mm;Bjælkeprofil eller PDP profil;1;440;Rektangulære rør koldvalsede;0,2700;2;2;48;
70x50x5 mm;Bjælkeprofil eller PDP profil;2;143;Rektangulære rør koldvalsede;0,2150;1;2;32;
70x50x5 mm;Bjælkeprofil eller PDP profil;3;239;Rektangulære rør koldvalsede;0,3350;2;2;48;
70x50x5 mm;Bjælkeprofil eller PDP profil;4;343;Rektangulære rør koldvalsede;0,5300;4;0;64;
80x40x3 mm;Klammeløsning;1;384;Rektangulære rør koldvalsede;0,1560;;2;16;16
80x40x3 mm;Klammeløsning;2;182;Rektangulære rør koldvalsede;0,1650;;2;16;8
80x40x3 mm;Klammeløsning;3;303;Rektangulære rør koldvalsede;0,2450;;2;16;16
80x40x3 mm;Klammeløsning;4;364;Rektangulære rør koldvalsede;0,3300;;0;0;32
80x40x3 mm;Bjælkeprofil eller PDP profil;1;800;Rektangulære rør koldvalsede;0,2560;2;2;48;
80x40x3 mm;Bjælkeprofil eller PDP profil;2;227;Rektangulære rør koldvalsede;0,2150;1;2;32;
80x40x3 mm;Bjælkeprofil eller PDP profil;3;394;Rektangulære rør koldvalsede;0,3450;2;2;48;
80x40x3 mm;Bjælkeprofil eller PDP profil;4;545;Rektangulære rør koldvalsede;0,5300;4;0;64;
80x40x4 mm;Klammeløsning;1;300;Rektangulære rør koldvalsede;0,1580;;2;16;16
80x40x4 mm;Klammeløsning;2;141;Rektangulære rør koldvalsede;0,1650;;2;16;8
80x40x4 mm;Klammeløsning;3;234;Rektangulære rør koldvalsede;0,2450;;2;16;16
80x40x4 mm;Klammeløsning;4;281;Rektangulære rør koldvalsede;0,3300;;0;0;32
80x40x4 mm;Bjælkeprofil eller PDP profil;1;613;Rektangulære rør koldvalsede;0,2580;2;2;48;
80x40x4 mm;Bjælkeprofil eller PDP profil;2;176;Rektangulære rør koldvalsede;0,2150;1;2;32;
80x40x4 mm;Bjælkeprofil eller PDP profil;3;305;Rektangulære rør koldvalsede;0,3450;2;2;48;
80x40x4 mm;Bjælkeprofil eller PDP profil;4;422;Rektangulære rør koldvalsede;0,5300;4;0;64;
80x40x5 mm;Klammeløsning;1;250;Rektangulære rør koldvalsede;0,1600;;2;16;16
80x40x5 mm;Klammeløsning;2;115;Rektangulære rør koldvalsede;0,1650;;2;16;8
80x40x5 mm;Klammeløsning;3;191;Rektangulære rør koldvalsede;0,2450;;2;16;16
80x40x5 mm;Klammeløsning;4;229;Rektangulære rør koldvalsede;0,3300;;0;0;32
80x40x5 mm;Bjælkeprofil eller PDP profil;1;500;Rektangulære rør koldvalsede;0,2600;2;2;48;
80x40x5 mm;Bjælkeprofil eller PDP profil;2;143;Rektangulære rør koldvalsede;0,2150;1;2;32;
80x40x5 mm;Bjælkeprofil eller PDP profil;3;248;Rektangulære rør koldvalsede;0,3450;2;2;48;
80x40x5 mm;Bjælkeprofil eller PDP profil;4;343;Rektangulære rør koldvalsede;0,5300;4;0;64;
90x50x3 mm;Klammeløsning;1;374;Rektangulære rør koldvalsede;0,1660;;2;16;16
90x50x3 mm;Klammeløsning;2;180;Rektangulære rør koldvalsede;0,1850;;2;16;8
90x50x3 mm;Klammeløsning;3;295;Rektangulære rør koldvalsede;0,2750;;2;16;16
90x50x3 mm;Klammeløsning;4;359;Rektangulære rør koldvalsede;0,3700;;0;0;32
90x50x3 mm;Bjælkeprofil eller PDP profil;1;707;Rektangulære rør koldvalsede;0,2660;2;2;48;
90x50x3 mm;Bjælkeprofil eller PDP profil;2;218;Rektangulære rør koldvalsede;0,2350;1;2;32;
90x50x3 mm;Bjælkeprofil eller PDP profil;3;372;Rektangulære rør koldvalsede;0,3750;2;2;48;
90x50x3 mm;Bjælkeprofil eller PDP profil;4;513;Rektangulære rør koldvalsede;0,5700;4;0;64;
90x50x4 mm;Klammeløsning;1;290;Rektangulære rør koldvalsede;0,1680;;2;16;16
90x50x4 mm;Klammeløsning;2;139;Rektangulære rør koldvalsede;0,1850;;2;16;8
90x50x4 mm;Klammeløsning;3;228;Rektangulære rør koldvalsede;0,2750;;2;16;16
90x50x4 mm;Klammeløsning;4;278;Rektangulære rør koldvalsede;0,3700;;0;0;32
90x50x4 mm;Bjælkeprofil eller PDP profil;1;540;Rektangulære rør koldvalsede;0,2680;2;2;48;
90x50x4 mm;Bjælkeprofil eller PDP profil;2;169;Rektangulære rør koldvalsede;0,2350;1;2;32;
90x50x4 mm;Bjælkeprofil eller PDP profil;3;288;Rektangulære rør koldvalsede;0,3750;2;2;48;
90x50x4 mm;Bjælkeprofil eller PDP profil;4;397;Rektangulære rør koldvalsede;0,5700;4;0;64;
90x50x5 mm;Klammeløsning;1;240;Rektangulære rør koldvalsede;0,1700;;2;16;16
90x50x5 mm;Klammeløsning;2;113;Rektangulære rør koldvalsede;0,1850;;2;16;8
90x50x5 mm;Klammeløsning;3;186;Rektangulære rør koldvalsede;0,2750;;2;16;16
90x50x5 mm;Klammeløsning;4;226;Rektangulære rør koldvalsede;0,3700;;0;0;32
90x50x5 mm;Bjælkeprofil eller PDP profil;1;440;Rektangulære rør koldvalsede;0,2700;2;2;48;
90x50x5 mm;Bjælkeprofil eller PDP profil;2;138;Rektangulære rør koldvalsede;0,2350;1;2;32;
90x50x5 mm;Bjælkeprofil eller PDP profil;3;234;Rektangulære rør koldvalsede;0,3750;2;2;48;
90x50x5 mm;Bjælkeprofil eller PDP profil;4;323;Rektangulære rør koldvalsede;0,5700;4;0;64;
100x50x3 mm;Klammeløsning;1;374;Rektangulære rør koldvalsede;0,1660;;2;16;16
100x50x3 mm;Klammeløsning;2;179;Rektangulære rør koldvalsede;0,1950;;2;16;8
100x50x3 mm;Klammeløsning;3;298;Rektangulære rør koldvalsede;0,2950;;2;16;16
100x50x3 mm;Klammeløsning;4;357;Rektangulære rør koldvalsede;0,3900;;0;0;32
100x50x3 mm;Bjælkeprofil eller PDP profil;1;707;Rektangulære rør koldvalsede;0,2660;2;2;48;
